marital_status,living_area_sqm,children_count,monthly_income,income_source,total_expenses,dti_ratio,avg_monthly_turnover,has_credit_card,num_credit_contracts,num_closed_loans,total_overdue_days,max_overdue_days,num_past_delinquencies,has_bankruptcy,avg_transaction_amount,num_transactions_monthly,premium_category,uses_mobile_banking,uses_investment_products,has_autopayment,employment_type,employer_industry,position_level,work_experience_total_years,has_business,business_profit,owns_car,car_value,owns_real_estate,real_estate_count,owns_land,loan_purpose,requested_amount,approved_amount,loan_rate,monthly_payment,payment_to_income_ratio,collateral_type,has_guarantor,has_higher_education,is_salary_client,is_premium_client,client_segment,tenure_months
married,50,0,57639,salary,36033,0.452,94769,1,0,0,0,0,0,0,5265,18,travel,1,0,1,private,manufacturing,specialist,1,0,0,1,1003553,0,0,0,consumer,205109,205109,14.7,13434,0.233,none,0,1,1,0,mass,17
single,70,0,125870,salary,69578,0.361,158399,1,2,2,0,0,0,0,3771,42,utilities,1,0,0,private,retail,specialist,18,0,0,1,1881146,1,1,0,education,510927,510927,12.1,21034,0.167,none,0,1,1,0,mass_premium,28
married,57,1,111805,salary,90936,0.388,158716,1,2,3,0,0,0,0,4810,33,restaurants,1,0,0,private,IT,manager,0,0,0,0,0,1,1,1,refinancing,399945,399945,14.7,11607,0.104,none,0,1,1,0,mass_premium,45
single,67,1,71069,salary,46900,0.386,146671,1,0,2,0,0,0,0,4889,30,utilities,1,0,1,private,medicine,specialist,7,0,0,0,0,0,0,0,consumer,191095,191095,16.4,10987,0.155,car,0,0,1,0,mass_premium,20
married,30,0,134655,salary,85358,0.362,219784,1,2,0,0,0,0,0,7326,30,goods,1,0,0,private,retail,manager,32,0,0,1,1780589,0,0,0,refinancing,527638,527638,11.9,18838,0.14,guarantor,1,1,0,0,mass_premium,33
widowed,52,1,129431,salary,90876,0.407,380684,1,7,7,0,0,0,0,9761,39,goods,1,1,1,private,education,specialist,22,0,0,1,887040,1,2,0,repair,545334,545334,15.4,20882,0.161,none,0,1,1,0,mass_premium,32
married,63,2,81681,salary,75147,0.435,142557,1,4,5,0,0,0,0,7128,20,goods,0,0,1,private,medicine,specialist,9,0,0,1,1168142,0,0,0,education,273556,273556,19.8,9240,0.113,none,0,1,0,0,mass_premium,41
married,81,3,59306,salary,54561,0.489,119245,1,0,1,0,0,0,0,3312,36,restaurants,1,0,1,private,finance,junior,4,0,0,0,0,0,0,0,consumer,164576,164576,16.2,9878,0.167,guarantor,1,1,1,0,mass,19
married,72,0,89691,salary,44271,0.384,233177,1,1,0,0,0,0,0,5299,44,utilities,1,0,1,private,manufacturing,specialist,16,0,0,0,0,1,1,1,car,699797,699797,11.6,18909,0.211,car,0,1,1,0,mass_premium,46
single,45,0,54377,salary,12000,0.21,121330,0,2,3,0,0,0,0,2889,42,travel,1,0,0,public,transport,specialist,7,0,0,1,828845,0,0,0,car,281039,281039,12.5,7240,0.133,car,0,0,1,0,mass,50
married,68,0,116874,salary,85336,0.361,271741,1,4,5,0,0,0,0,8492,32,utilities,1,0,1,private,finance,specialist,12,0,0,1,1222814,0,0,1,consumer,344350,344350,15.8,12348,0.106,none,0,0,1,0,mass_premium,35
married,72,0,185007,salary,92719,0.248,249311,1,2,1,0,0,0,0,5194,48,utilities,1,1,0,private,manufacturing,top_manager,19,0,0,0,0,0,0,0,education,554262,554262,12.4,13451,0.073,none,0,1,1,1,premium,54
married,77,2,194265,business,114046,0.415,336238,0,1,1,0,0,0,0,8006,42,restaurants,1,1,0,individual_entrepreneur,IT,specialist,31,1,134643,0,0,1,2,0,car,1445649,1445649,9.7,40720,0.21,car,0,1,0,1,premium,42
married,109,1,91653,salary,67689,0.481,197564,1,2,3,0,0,0,0,5199,38,utilities,1,1,1,private,retail,specialist,22,0,0,1,1501248,0,0,0,repair,347570,347570,19.0,20407,0.223,guarantor,0,0,1,0,mass_premium,20
single,53,1,126655,self_employed,62728,0.512,157017,1,2,2,0,0,0,0,5065,31,restaurants,1,0,1,self_employed,IT,specialist,0,0,0,0,0,1,2,0,consumer,404156,404156,13.2,42910,0.339,none,0,1,0,0,mass_premium,10
single,62,0,147613,salary,63787,0.36,196861,1,1,1,0,0,0,0,8203,24,goods,1,0,0,private,medicine,manager,23,0,0,1,2503906,1,1,1,mortgage,3136660,3136660,8.5,30812,0.209,real_estate,1,1,1,1,premium,182
single,81,2,109108,business,69355,0.384,276947,1,2,2,14,4,1,0,6441,43,goods,1,0,0,self_employed,retail,specialist,19,1,26277,1,1235845,0,0,0,consumer,313661,313661,18.3,17574,0.161,none,0,1,0,0,mass_premium,21
single,64,1,113882,salary,91060,0.439,260904,1,2,2,0,0,0,0,13732,19,utilities,1,0,1,private,IT,specialist,25,0,0,1,2032031,0,0,0,consumer,365822,365822,17.3,18144,0.159,none,0,0,0,0,mass_premium,24
married,81,2,206792,salary,159741,0.475,402169,1,3,4,0,0,0,0,9809,41,goods,1,1,0,public,medicine,top_manager,34,0,0,1,1315962,0,0,0,car,1495080,1495080,17.6,42378,0.205,car,0,0,1,1,premium,50
single,39,1,33323,salary,30657,0.524,81354,0,1,3,0,0,0,0,2034,40,restaurants,1,1,1,private,manufacturing,junior,0,0,0,0,0,0,0,0,repair,135431,135431,17.4,6720,0.202,none,0,0,1,0,mass,24
single,25,0,88385,salary,62464,0.452,112984,1,2,1,0,0,0,0,4346,26,utilities,1,0,0,private,education,specialist,13,0,0,0,0,0,0,1,consumer,259255,259255,15.7,18068,0.204,none,0,0,1,0,mass_premium,16
widowed,19,0,136609,business,50857,0.272,173705,1,2,1,0,0,0,0,5264,33,utilities,1,0,1,individual_entrepreneur,manufacturing,specialist,23,1,110038,1,1495876,0,0,0,consumer,408924,408924,12.4,19316,0.141,guarantor,0,1,0,0,mass_premium,24
married,44,0,59245,self_employed,35210,0.34,109731,1,7,7,20,6,3,0,3325,33,goods,1,0,1,private,retail,specialist,3,0,0,0,0,0,0,0,repair,192850,192850,16.0,7846,0.132,car,0,0,0,0,mass,30
widowed,38,0,139422,salary,108090,0.468,177945,1,3,3,0,0,0,0,5392,33,goods,1,1,0,public,finance,specialist,36,0,0,1,927420,0,0,0,car,969395,969395,14.2,27430,0.197,car,1,0,1,0,mass_premium,46
married,108,3,157909,business,119278,0.404,307664,1,4,2,0,0,0,0,9925,31,goods,1,1,1,individual_entrepreneur,education,manager,24,1,124074,0,0,1,1,0,repair,590196,590196,16.9,21970,0.139,guarantor,1,1,0,1,premium,34
single,97,3,177199,salary,129346,0.424,344099,1,1,1,0,0,0,0,8193,42,goods,1,0,1,private,IT,specialist,29,0,0,1,2494436,0,0,0,refinancing,772112,772112,16.0,29787,0.168,guarantor,1,1,1,1,premium,32
single,65,2,93822,salary,81615,0.487,77004,1,1,0,0,0,0,0,3080,25,utilities,1,0,1,private,transport,specialist,8,1,88357,1,1056743,1,1,0,car,569052,569052,14.8,17127,0.183,car,0,1,0,0,mass_premium,43
divorced,39,0,147613,salary,70383,0.296,271042,1,2,4,0,0,0,0,6303,43,goods,0,0,0,private,retail,manager,26,0,0,1,1610485,1,1,0,consumer,342670,342670,12.5,19076,0.129,none,0,0,1,1,premium,20
widowed,93,0,148864,salary,79612,0.317,308105,1,3,3,0,0,0,0,18124,17,utilities,1,0,0,private,medicine,specialist,28,0,0,0,0,1,1,1,consumer,467345,467345,12.6,19347,0.13,none,0,1,1,1,premium,28
divorced,56,0,108447,self_employed,50048,0.357,150519,1,2,3,0,0,0,0,3072,49,restaurants,1,0,1,self_employed,manufacturing,specialist,20,0,0,0,0,0,0,0,consumer,382859,382859,12.1,21225,0.196,none,0,1,0,0,mass_premium,20
married,71,2,150425,salary,134404,0.438,402112,1,1,0,0,0,0,0,10868,37,goods,1,0,1,private,transport,manager,19,0,0,1,1260401,0,0,0,consumer,388190,388190,15.2,18865,0.125,none,0,1,1,1,premium,24
married,69,2,147570,business,101490,0.517,235466,1,4,3,0,0,0,1,4805,49,goods,1,0,1,individual_entrepreneur,education,manager,22,1,88136,0,0,0,0,0,mortgage,2829856,2829856,15.7,40724,0.276,real_estate,0,0,1,1,premium,185
divorced,30,0,72674,self_employed,41470,0.377,196305,1,1,0,0,0,0,0,5453,36,utilities,1,0,1,private,retail,junior,6,1,63589,1,734131,1,2,1,repair,349959,349959,14.2,12872,0.177,car,0,1,1,0,mass_premium,33
married,51,1,152283,salary,89967,0.388,282119,1,0,1,0,0,0,0,10851,26,utilities,1,0,1,private,retail,top_manager,16,0,0,0,0,1,2,0,car,901779,901779,14.6,27541,0.181,car,0,0,1,1,premium,42
married,64,2,104359,salary,84598,0.451,236263,1,3,2,0,0,0,0,7159,33,utilities,1,0,0,private,manufacturing,specialist,15,0,0,0,0,0,0,0,education,450546,450546,16.3,17462,0.167,guarantor,0,1,1,0,mass_premium,32
divorced,73,1,106732,self_employed,51851,0.274,103155,0,0,0,0,0,0,0,2788,37,utilities,1,1,0,self_employed,manufacturing,specialist,19,0,0,1,961795,0,0,0,education,348412,348412,13.7,11117,0.104,guarantor,1,0,0,0,mass_premium,39
married,118,4,155923,salary,143449,0.432,349111,0,3,2,0,0,0,0,8515,41,restaurants,1,0,1,private,IT,specialist,24,0,0,1,1889014,0,0,0,education,418390,418390,18.7,17119,0.11,none,0,1,0,1,premium,31
single,59,0,81591,salary,56877,0.364,190688,1,2,1,0,0,0,0,9534,20,restaurants,1,1,1,public,retail,specialist,6,0,0,1,1055756,0,0,0,consumer,212781,212781,16.1,9752,0.12,guarantor,0,1,1,0,mass_premium,26
married,37,0,173535,self_employed,86970,0.352,296527,1,1,3,0,0,0,0,13479,22,utilities,1,1,1,self_employed,medicine,top_manager,16,0,0,1,1685710,1,1,0,refinancing,908961,908961,13.1,30649,0.177,guarantor,1,0,1,1,premium,36
divorced,61,1,188866,self_employed,149038,0.37,447368,1,2,2,54,20,3,0,16569,27,utilities,1,1,1,self_employed,transport,top_manager,31,1,85614,1,1943410,0,0,0,education,533868,533868,13.7,17765,0.094,guarantor,1,0,0,1,premium,37
widowed,50,0,59202,salary,40873,0.35,134091,1,0,0,0,0,0,0,3725,36,utilities,1,0,1,public,retail,specialist,12,0,0,1,571653,0,0,0,consumer,153363,153363,16.3,6431,0.109,none,0,0,1,0,mass,29
widowed,45,0,94904,salary,65148,0.366,232299,0,4,4,0,0,0,0,7259,32,restaurants,1,0,1,private,IT,specialist,7,0,0,1,1692663,0,0,0,car,494851,494851,14.4,11903,0.125,car,1,0,1,0,mass_premium,58
married,46,0,193034,self_employed,106906,0.351,373918,0,2,0,0,0,0,0,10683,35,utilities,1,1,0,self_employed,transport,top_manager,22,0,0,0,0,1,1,0,car,1252183,1252183,13.7,30370,0.157,car,0,0,0,1,premium,56
married,62,3,171190,self_employed,103661,0.317,478601,0,0,1,0,0,0,0,13674,35,goods,1,0,0,self_employed,medicine,manager,22,1,86903,0,0,1,1,0,refinancing,634881,634881,17.0,18051,0.105,guarantor,0,1,0,1,premium,49
married,54,0,128786,salary,54223,0.348,301239,0,2,1,0,0,0,0,8860,34,restaurants,1,0,1,private,manufacturing,manager,14,0,0,1,2310699,1,1,1,car,755639,755639,12.5,25858,0.201,car,0,1,1,0,mass_premium,35
divorced,61,1,239002,salary,144994,0.373,435906,1,3,2,0,0,0,0,18952,23,utilities,0,0,0,private,IT,top_manager,31,0,0,0,0,0,0,0,refinancing,1285356,1285356,14.5,38483,0.161,none,0,1,1,1,premium,43
married,61,2,156211,salary,126102,0.491,195283,1,4,5,0,0,0,0,4763,41,utilities,1,1,1,private,IT,manager,22,0,0,0,0,0,0,0,car,1096539,1096539,15.1,32614,0.209,car,0,1,1,1,premium,44
married,46,1,137863,salary,63976,0.385,314906,1,3,3,0,0,0,0,12596,25,travel,1,1,1,private,IT,junior,23,0,0,0,0,1,1,1,consumer,313870,313870,14.8,30684,0.223,none,0,0,0,0,mass_premium,11
divorced,32,0,96260,salary,40630,0.334,172418,1,0,0,0,0,0,0,4789,36,utilities,1,0,1,public,manufacturing,specialist,22,0,0,1,1055516,0,0,0,repair,289815,289815,13.7,17908,0.186,none,0,1,1,0,mass_premium,18
married,88,0,179582,salary,123839,0.413,198431,1,2,2,0,0,0,0,5088,39,goods,1,1,1,private,education,specialist,45,0,0,1,2263339,0,0,0,repair,707309,707309,14.4,30817,0.172,guarantor,1,0,0,1,premium,27
single,59,0,86333,salary,70229,0.47,222191,1,2,4,0,0,0,0,6943,32,travel,1,0,1,private,transport,specialist,17,0,0,0,0,0,0,0,consumer,283585,283585,19.1,15990,0.185,none,0,0,1,0,mass_premium,21
divorced,64,1,56592,salary,40008,0.428,102726,0,2,1,0,0,0,0,2634,39,utilities,1,0,0,private,manufacturing,manager,0,0,0,1,549277,0,0,0,repair,187230,187230,15.3,10222,0.181,none,0,0,1,0,mass,21
divorced,73,1,171467,salary,90870,0.34,310509,1,2,0,0,0,0,0,11943,26,utilities,0,0,0,private,finance,specialist,37,0,0,0,0,1,1,0,consumer,550243,550243,14.5,26545,0.155,none,0,0,1,1,premium,24
married,93,1,67915,salary,51712,0.462,201510,0,2,3,0,0,0,0,7197,28,utilities,1,0,1,public,retail,specialist,10,0,0,0,0,0,0,0,consumer,254550,254550,19.1,13300,0.196,none,0,0,1,0,mass,23
single,42,0,159056,business,110858,0.43,202121,0,2,0,0,0,0,0,4930,41,goods,1,0,1,individual_entrepreneur,finance,manager,17,1,111156,1,1893994,1,1,0,refinancing,765984,765984,18.1,29653,0.186,guarantor,0,1,0,1,premium,33
married,66,0,137237,salary,80548,0.279,170053,1,1,0,0,0,0,0,8950,19,utilities,1,0,0,private,IT,specialist,27,0,0,1,2125548,0,0,0,education,354670,354670,12.8,10142,0.074,guarantor,1,0,1,0,mass_premium,44
single,51,0,74567,salary,45056,0.309,159223,1,0,1,0,0,0,0,5490,29,travel,1,0,1,private,medicine,manager,0,1,62945,0,0,0,0,0,education,247439,247439,12.3,7283,0.098,none,0,0,1,0,mass_premium,42
married,72,2,54348,salary,50000,0.529,135084,1,2,1,0,0,0,0,8443,16,utilities,1,0,1,public,medicine,specialist,4,0,0,0,0,0,0,0,repair,238737,238737,18.8,11246,0.207,none,0,0,1,0,mass,26
single,68,1,68342,salary,60233,0.548,127436,1,3,1,0,0,0,0,3444,37,travel,0,0,0,private,transport,specialist,1,1,35511,1,1145467,0,0,0,car,449370,449370,16.9,16353,0.239,car,0,1,1,0,mass,35
married,66,2,144803,self_employed,79212,0.349,197788,1,3,1,0,0,0,0,6820,29,utilities,1,0,1,self_employed,IT,manager,9,0,0,1,1985006,0,0,0,refinancing,750592,750592,18.2,22767,0.157,none,0,0,0,1,premium,46
married,104,4,137675,business,111136,0.444,380736,1,3,2,0,0,0,0,11898,32,utilities,1,0,1,individual_entrepreneur,retail,specialist,21,1,102973,0,0,0,0,0,refinancing,736980,736980,14.9,22209,0.161,guarantor,1,1,1,0,mass_premium,43
married,53,0,107685,salary,52960,0.283,204607,1,1,2,0,0,0,0,9743,21,utilities,1,0,0,private,education,specialist,21,0,0,0,0,0,0,0,repair,346510,346510,11.1,11927,0.111,guarantor,1,1,1,0,mass_premium,34
divorced,24,0,139985,salary,80079,0.323,292921,1,5,7,0,0,0,0,11717,25,travel,1,0,0,private,IT,manager,20,0,0,0,0,1,1,1,repair,622787,622787,11.9,17211,0.123,none,0,0,1,0,mass_premium,45
single,50,0,54864,salary,35461,0.466,131042,1,3,4,0,0,0,0,4519,29,goods,1,0,1,private,manufacturing,specialist,4,0,0,0,0,0,0,0,refinancing,300874,300874,17.6,13180,0.24,none,0,0,0,0,mass,28
single,44,0,43722,self_employed,34843,0.518,98904,0,2,3,0,0,0,0,2473,40,travel,1,0,0,private,retail,junior,0,0,0,0,0,1,1,0,mortgage,903213,903213,11.4,10448,0.239,real_estate,0,1,0,0,mass,182
married,55,1,96015,salary,69750,0.419,198440,0,2,0,0,0,0,0,4222,47,goods,1,0,0,private,retail,specialist,21,0,0,1,1075920,0,0,0,repair,294361,294361,18.0,15806,0.165,none,0,1,0,0,mass_premium,22
single,75,3,107594,salary,74728,0.402,269573,0,3,1,0,0,0,0,8424,32,restaurants,1,0,1,private,IT,specialist,13,0,0,1,936327,1,1,0,consumer,397999,397999,15.8,17092,0.159,guarantor,0,0,1,0,mass_premium,28
married,64,0,154268,salary,108998,0.356,385494,1,0,0,0,0,0,0,13768,28,utilities,1,1,0,private,finance,manager,24,0,0,0,0,0,0,0,consumer,423955,423955,16.0,16796,0.109,none,0,1,1,1,premium,31
married,50,0,145225,salary,93734,0.514,317037,0,0,0,0,0,0,0,8129,39,restaurants,1,0,1,private,finance,specialist,28,0,0,1,2024362,0,0,0,consumer,534005,534005,14.8,41776,0.288,none,0,0,0,1,premium,14
single,54,0,94087,salary,58277,0.384,169612,1,2,2,0,0,0,0,4846,35,goods,1,1,1,private,finance,specialist,15,0,0,0,0,1,1,0,car,573019,573019,12.6,15763,0.168,car,0,0,1,0,mass_premium,46
married,41,0,138322,self_employed,65675,0.282,302298,1,0,1,0,0,0,0,9752,31,goods,1,1,0,self_employed,medicine,manager,22,0,0,1,2368669,0,0,0,repair,478515,478515,14.1,16033,0.116,guarantor,0,0,0,0,mass_premium,37
married,77,2,126252,salary,78251,0.426,317550,0,3,4,0,0,0,0,14434,22,travel,1,0,1,private,retail,manager,21,0,0,0,0,0,0,0,mortgage,2545019,2545019,9.7,26398,0.209,real_estate,0,1,0,0,mass_premium,189
married,106,3,157871,salary,117196,0.372,336740,1,3,2,0,0,0,0,9904,34,utilities,1,0,1,self_employed,IT,specialist,25,0,0,0,0,1,1,0,refinancing,575747,575747,15.9,17653,0.112,guarantor,0,1,1,1,premium,43
married,42,0,135311,salary,79211,0.375,270835,1,0,1,0,0,0,0,10833,25,restaurants,1,0,0,private,manufacturing,top_manager,7,0,0,1,2128285,0,0,1,car,805154,805154,10.6,23041,0.17,car,1,0,1,0,mass_premium,42
married,77,1,124814,business,81208,0.375,323773,1,1,1,0,0,0,0,26981,12,travel,1,0,1,individual_entrepreneur,education,manager,12,0,0,0,0,1,1,0,repair,575871,575871,13.7,18390,0.147,none,0,0,1,0,mass_premium,39
married,51,0,112747,self_employed,80274,0.36,203581,1,5,5,0,0,0,0,5988,34,travel,1,0,1,self_employed,IT,specialist,15,0,0,1,1857341,0,0,0,consumer,288399,288399,16.7,12508,0.111,none,0,0,0,0,mass_premium,28
widowed,55,0,148026,salary,63999,0.382,290813,0,0,1,0,0,0,0,11185,26,utilities,1,1,1,private,finance,specialist,22,0,0,1,1740097,1,1,0,mortgage,3206242,3206242,9.9,34112,0.23,real_estate,0,1,1,1,premium,182
married,89,2,72194,self_employed,66419,0.564,138742,0,4,6,0,0,0,0,8161,17,utilities,1,0,0,private,retail,junior,11,0,0,1,687474,1,2,0,mortgage,1320529,1320529,13.5,17472,0.242,real_estate,0,0,0,0,mass_premium,171
married,63,1,132105,self_employed,67462,0.41,184722,0,3,2,0,0,0,0,4296,43,goods,1,1,0,self_employed,medicine,specialist,22,0,0,0,0,0,0,0,car,1013958,1013958,11.2,30506,0.231,car,1,1,1,0,mass_premium,40
divorced,59,0,121451,salary,77702,0.431,163745,1,3,3,0,0,0,0,23392,7,goods,0,0,0,private,IT,specialist,13,0,0,1,1398187,1,1,0,car,964480,964480,13.1,25137,0.207,car,0,1,1,0,mass_premium,50
married,41,1,105379,salary,89444,0.411,162694,1,1,2,0,0,0,0,5810,28,goods,1,0,1,private,finance,specialist,18,0,0,1,716001,1,1,0,consumer,324586,324586,16.2,11968,0.114,guarantor,1,0,1,0,mass_premium,34
married,82,2,228433,self_employed,134722,0.334,474275,1,2,4,0,0,0,0,11292,42,travel,1,0,0,private,IT,top_manager,29,0,0,0,0,1,1,0,consumer,862514,862514,18.5,29037,0.127,none,0,0,1,1,premium,40
single,36,0,88524,salary,62337,0.379,177223,0,0,1,0,0,0,0,6564,27,goods,1,0,1,private,IT,specialist,0,0,0,0,0,1,3,0,refinancing,354232,354232,17.5,11754,0.133,real_estate,0,1,1,0,mass_premium,40
single,62,1,52283,salary,25928,0.353,92212,1,3,3,0,0,0,0,3293,28,restaurants,1,0,1,private,education,specialist,1,0,0,1,447390,0,0,0,repair,198203,198203,12.6,9387,0.18,none,0,0,0,0,mass,24
single,53,0,60363,salary,35786,0.44,128992,0,1,2,0,0,0,0,4300,30,utilities,0,0,1,private,medicine,junior,2,0,0,0,0,1,1,1,car,455368,455368,12.8,14036,0.233,car,0,0,0,0,mass,40
single,33,0,102181,salary,68097,0.424,129475,0,1,1,0,0,0,0,5629,23,utilities,1,0,0,self_employed,IT,specialist,0,0,0,1,889007,0,0,0,repair,338033,338033,11.0,19464,0.19,guarantor,1,1,1,0,mass_premium,19
single,73,0,91983,salary,72467,0.469,166621,1,1,0,0,0,0,0,3967,42,travel,1,0,1,private,medicine,specialist,13,0,0,0,0,0,0,0,car,588630,588630,14.0,17800,0.194,car,0,1,1,0,mass_premium,42
married,47,2,160808,self_employed,145807,0.436,369345,1,0,0,0,0,0,0,13191,28,travel,1,1,0,self_employed,medicine,manager,27,0,0,1,2740960,1,1,0,consumer,396824,396824,20.7,19067,0.119,car,0,0,0,1,premium,26
divorced,27,0,84643,business,49556,0.401,156516,0,3,3,0,0,0,0,4230,37,travel,1,0,1,private,manufacturing,specialist,13,0,0,0,0,0,0,0,car,597662,597662,12.3,16634,0.197,car,0,0,0,0,mass_premium,45
single,70,1,159059,business,78203,0.378,300458,1,3,5,29,15,4,0,9105,33,utilities,1,1,1,individual_entrepreneur,retail,top_manager,15,0,0,1,2132870,0,0,0,consumer,593172,593172,16.5,32706,0.206,none,0,0,0,1,premium,21
married,78,1,211119,self_employed,173011,0.499,454307,1,1,0,0,0,0,0,11955,38,utilities,1,0,1,self_employed,medicine,manager,32,0,0,1,1948016,1,2,0,repair,939217,939217,16.8,44765,0.212,guarantor,1,1,0,1,premium,25
widowed,53,1,117631,salary,60900,0.422,292846,1,3,5,0,0,0,0,14642,20,utilities,0,0,0,private,retail,specialist,28,0,0,1,1187327,1,3,0,consumer,292357,292357,12.6,28275,0.24,none,0,0,1,0,mass_premium,11
married,101,3,107848,self_employed,99220,0.443,231397,1,4,6,0,0,0,1,8264,28,goods,1,0,1,self_employed,retail,specialist,19,0,0,0,0,1,1,0,repair,373649,373649,17.2,13091,0.121,none,0,0,0,0,mass_premium,37
widowed,51,0,140716,salary,69290,0.305,280019,1,1,1,0,0,0,0,10371,27,utilities,1,0,1,private,transport,manager,28,0,0,1,1148450,1,1,0,repair,501662,501662,13.0,18634,0.132,none,0,0,1,1,premium,32
divorced,26,0,120236,self_employed,58295,0.346,270258,1,3,3,0,0,0,0,8446,32,travel,0,1,1,self_employed,retail,specialist,20,0,0,0,0,1,1,0,mortgage,2088994,2088994,9.1,21153,0.176,real_estate,1,1,0,0,mass_premium,182
divorced,77,1,80333,salary,52917,0.405,216084,1,4,4,0,0,0,0,16622,13,restaurants,1,0,1,self_employed,transport,specialist,5,0,0,1,1411480,0,0,1,repair,288784,288784,15.1,14014,0.174,guarantor,1,1,1,0,mass_premium,24
single,45,0,144902,salary,69963,0.314,313516,1,3,2,0,0,0,0,14251,22,goods,1,0,1,public,retail,top_manager,13,0,0,1,997160,1,2,0,repair,475176,475176,12.6,20985,0.145,none,0,0,1,1,premium,26
single,50,0,68536,salary,42534,0.323,131118,1,2,3,0,0,0,0,2676,49,utilities,1,0,1,public,education,specialist,2,0,0,0,0,0,0,0,refinancing,269969,269969,13.8,7242,0.106,none,0,1,1,0,mass,49
married,52,1,155073,self_employed,108908,0.345,222029,0,0,0,0,0,0,0,11101,20,goods,0,1,0,individual_entrepreneur,IT,manager,9,1,102015,1,2067837,1,2,0,consumer,356889,356889,16.1,15380,0.099,none,0,1,0,1,premium,28
married,83,1,82628,self_employed,56962,0.334,164808,1,4,4,0,0,0,0,4337,38,utilities,1,0,1,self_employed,education,specialist,12,0,0,0,0,0,0,0,repair,289046,289046,14.8,7671,0.093,guarantor,1,0,0,0,mass_premium,51
widowed,50,0,93196,salary,31856,0.27,204366,1,1,1,0,0,0,0,10218,20,travel,1,1,1,private,retail,specialist,23,0,0,1,1533387,0,0,0,consumer,321341,321341,14.4,14011,0.15,none,0,0,1,0,mass_premium,27
single,61,0,157933,salary,76507,0.354,187391,1,2,3,0,0,0,0,10411,18,travel,0,0,1,private,manufacturing,junior,36,0,0,0,0,1,2,0,car,892254,892254,10.7,29087,0.184,car,1,1,0,1,premium,36
single,55,0,38201,salary,21442,0.344,94740,0,1,1,0,0,0,0,2561,37,utilities,1,0,0,private,transport,specialist,0,0,0,0,0,1,2,1,refinancing,183309,183309,13.9,5640,0.148,none,0,1,1,0,mass,41
married,50,0,110285,salary,85912,0.445,316376,1,1,0,0,0,0,0,8112,39,goods,1,1,0,private,education,manager,19,0,0,0,0,0,0,0,consumer,313101,313101,17.3,18962,0.172,real_estate,0,0,0,0,mass_premium,19
divorced,84,3,99812,salary,91827,0.46,265426,0,4,4,0,0,0,0,5647,47,restaurants,1,0,1,private,retail,manager,7,0,0,0,0,0,0,1,consumer,272673,272673,19.2,13768,0.138,none,0,1,1,0,mass_premium,24
married,51,1,103577,salary,70931,0.441,191362,1,2,2,0,0,0,0,7654,25,utilities,1,0,0,public,transport,manager,19,0,0,1,1238045,0,0,0,repair,351937,351937,14.4,20831,0.201,none,0,0,1,0,mass_premium,19
married,58,2,136343,salary,106099,0.518,302688,1,1,3,0,0,0,0,11642,26,goods,1,0,1,private,medicine,manager,16,0,0,1,1059201,1,1,0,repair,647639,647639,13.7,33459,0.245,guarantor,1,1,1,0,mass_premium,22
single,39,0,42836,salary,34720,0.547,86773,0,1,0,0,0,0,0,2116,41,goods,1,0,1,public,retail,specialist,0,0,0,0,0,0,0,0,car,312779,312779,16.4,11300,0.264,car,0,1,0,0,mass,35
widowed,70,1,127332,pension,107302,0.459,321031,0,1,3,0,0,0,0,7830,41,restaurants,1,0,0,self_employed,retail,specialist,27,0,0,0,0,0,0,0,consumer,371372,371372,18.6,20855,0.164,guarantor,1,0,0,0,mass_premium,21
married,61,0,67537,salary,45239,0.427,91588,0,1,1,0,0,0,0,3392,27,utilities,1,0,0,private,retail,specialist,12,0,0,1,639569,1,1,0,car,519826,519826,15.3,13038,0.193,car,0,0,1,0,mass,56
married,49,1,118285,salary,82488,0.47,164478,0,2,3,0,0,0,0,4699,35,goods,1,0,0,private,IT,specialist,9,0,0,0,0,0,0,0,consumer,379921,379921,16.8,26670,0.225,none,0,1,0,0,mass_premium,16
married,52,0,102409,self_employed,80341,0.45,195433,0,4,5,0,0,0,0,7238,27,goods,1,0,1,self_employed,medicine,manager,2,0,0,0,0,1,2,1,repair,477975,477975,15.7,17940,0.175,none,0,1,0,0,mass_premium,33
single,46,0,108730,business,69376,0.378,181827,1,4,4,43,30,2,0,4229,43,travel,1,0,1,self_employed,retail,specialist,10,1,28110,1,1231354,0,0,0,refinancing,589627,589627,15.6,16845,0.155,guarantor,0,1,0,0,mass_premium,47
married,48,1,122680,business,46669,0.304,302636,1,2,0,0,0,0,0,15928,19,travel,0,0,0,individual_entrepreneur,manufacturing,specialist,23,1,115966,1,1326057,0,0,0,refinancing,587468,587468,12.0,20986,0.171,none,0,0,0,0,mass_premium,33
married,46,1,72530,salary,61252,0.603,156719,0,5,6,0,0,0,0,4478,35,goods,1,0,1,private,manufacturing,specialist,12,0,0,0,0,0,0,0,refinancing,392298,392298,20.2,22329,0.308,none,0,0,1,0,mass_premium,21
divorced,69,0,131826,salary,91847,0.379,234326,1,2,3,0,0,0,0,7101,33,restaurants,1,0,1,private,education,specialist,20,0,0,0,0,0,0,0,refinancing,488996,488996,17.0,17825,0.135,guarantor,1,0,1,0,mass_premium,35
